old_contract_key,new_contract_key,first_notice_proxy,roll_transition_date,old_raw_symbol,new_raw_symbol,old_close,new_close,additive_delta_to_prior_history,roll_rule_status
ZFM5_2015,ZFU5_2015,2015-05-31,2015-05-19,ZFM5,ZFU5,119.546875,118.921875,-0.625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU5_2015,ZFZ5_2015,2015-08-31,2015-08-19,ZFU5,ZFZ5,120.0859375,119.6171875,-0.46875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ5_2015,ZFH6_2016,2015-11-30,2015-11-18,ZFZ5,ZFH6,119.015625,118.46875,-0.546875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFH6_2016,ZFM6_2016,2016-02-29,2016-02-17,ZFH6,ZFM6,121.03125,120.9140625,-0.1171875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM6_2016,ZFU6_2016,2016-05-31,2016-05-19,ZFM6,ZFU6,120.4609375,120.0390625,-0.421875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU6_2016,ZFZ6_2016,2016-08-31,2016-08-19,ZFU6,ZFZ6,121.375,121.3671875,-0.0078125,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ6_2016,ZFH7_2017,2016-11-30,2016-11-18,ZFZ6,ZFH7,118.484375,118.0,-0.484375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFH7_2017,ZFM7_2017,2017-02-28,2017-02-16,ZFH7,ZFM7,117.7265625,117.359375,-0.3671875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM7_2017,ZFU7_2017,2017-05-31,2017-05-19,ZFM7,ZFU7,118.6640625,118.125,-0.5390625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU7_2017,ZFZ7_2017,2017-08-31,2017-08-20,ZFU7,ZFZ7,118.4765625,118.171875,-0.3046875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ7_2017,ZFH8_2018,2017-11-30,2017-11-19,ZFZ7,ZFH8,116.9921875,116.796875,-0.1953125,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFH8_2018,ZFM8_2018,2018-02-28,2018-02-16,ZFH8,ZFM8,114.28125,113.984375,-0.296875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM8_2018,ZFU8_2018,2018-05-31,2018-05-20,ZFM8,ZFU8,112.9921875,112.6875,-0.3046875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU8_2018,ZFZ8_2018,2018-08-31,2018-08-20,ZFU8,ZFZ8,113.8203125,113.5703125,-0.25,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ8_2018,ZFH9_2019,2018-11-30,2018-11-19,ZFZ8,ZFH9,112.921875,112.859375,-0.0625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFH9_2019,ZFM9_2019,2019-02-28,2019-02-15,ZFH9,ZFM9,114.5546875,114.671875,0.1171875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM9_2019,ZFU9_2019,2019-05-31,2019-05-20,ZFM9,ZFU9,115.9375,116.09375,0.15625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU9_2019,ZFZ9_2019,2019-08-30,2019-08-19,ZFU9,ZFZ9,119.2734375,119.640625,0.3671875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFZ9_2019,ZFH0_2020,2019-11-29,2019-11-18,ZFZ9,ZFH0,118.640625,118.9296875,0.2890625,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFH0_2020,ZFM0_2020,2020-02-26,2020-02-14,ZFH0,ZFM0,119.8359375,120.2109375,0.375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFM0_2020,ZFU0_2020,2020-05-31,2020-05-19,ZFM0,ZFU0,125.6171875,125.4296875,-0.1875,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
ZFU0_2020,ZFZ0_2020,2020-08-31,2020-08-19,ZFU0,ZFZ0,125.8203125,125.9296875,0.109375,LOCKED_DETERMINISTIC_LIFECYCLE_BUFFER_ROLL_PROXY_DEV_RECON
