ts_event,instrument_id,raw_symbol,open,high,low,close,volume
2026-05-19 13:00:00+00:00,42000661,ZNM6,109.0,109.015625,108.75,108.859375,523481
2026-05-19 14:00:00+00:00,42000661,ZNM6,108.859375,108.9375,108.5625,108.640625,603653
2026-05-19 15:00:00+00:00,42000661,ZNM6,108.625,108.71875,108.609375,108.703125,197307
2026-05-19 16:00:00+00:00,42000661,ZNM6,108.703125,108.796875,108.609375,108.75,177811
2026-05-19 17:00:00+00:00,42000661,ZNM6,108.75,108.859375,108.75,108.828125,129426
2026-05-19 18:00:00+00:00,42000661,ZNM6,108.828125,108.875,108.65625,108.6875,226453
2026-05-19 19:00:00+00:00,42000661,ZNM6,108.6875,108.78125,108.6875,108.75,140724
2026-05-19 20:00:00+00:00,42000661,ZNM6,108.75,108.828125,108.71875,108.734375,114162
2026-05-19 22:00:00+00:00,42000661,ZNM6,108.71875,108.78125,108.6875,108.78125,7450
2026-05-19 23:00:00+00:00,42000661,ZNM6,108.78125,108.828125,108.75,108.8125,9261
2026-05-20 00:00:00+00:00,42000661,ZNM6,108.796875,108.84375,108.765625,108.78125,15489
2026-05-20 01:00:00+00:00,42000661,ZNM6,108.765625,108.78125,108.609375,108.71875,40816
2026-05-20 02:00:00+00:00,42000661,ZNM6,108.71875,108.765625,108.6875,108.734375,23892
2026-05-20 03:00:00+00:00,42000661,ZNM6,108.71875,108.796875,108.671875,108.796875,21263
2026-05-20 04:00:00+00:00,42000661,ZNM6,108.796875,108.84375,108.75,108.765625,21350
2026-05-20 05:00:00+00:00,42000661,ZNM6,108.765625,108.796875,108.71875,108.75,14614
2026-05-20 06:00:00+00:00,42000661,ZNM6,108.75,108.890625,108.75,108.8125,57997
2026-05-20 07:00:00+00:00,42000661,ZNM6,108.828125,108.859375,108.796875,108.828125,53417
2026-05-20 08:00:00+00:00,42000661,ZNM6,108.828125,108.9375,108.8125,108.9375,71402
2026-05-20 09:00:00+00:00,42000661,ZNM6,108.9375,108.953125,108.890625,108.90625,60800
2026-05-20 10:00:00+00:00,42000661,ZNM6,108.921875,108.96875,108.890625,108.921875,38661
2026-05-20 11:00:00+00:00,42000661,ZNM6,108.921875,109.0,108.859375,108.90625,83493
2026-05-20 12:00:00+00:00,42000661,ZNM6,108.890625,108.96875,108.8125,108.8125,121842
2026-05-20 13:00:00+00:00,42000661,ZNM6,108.8125,108.890625,108.78125,108.84375,191203
2026-05-20 14:00:00+00:00,42000661,ZNM6,108.828125,109.1875,108.78125,109.1875,534812
2026-05-20 15:00:00+00:00,42000661,ZNM6,109.171875,109.5,109.140625,109.296875,642362
2026-05-20 16:00:00+00:00,42000661,ZNM6,109.28125,109.359375,109.21875,109.328125,214611
2026-05-20 17:00:00+00:00,42000661,ZNM6,109.328125,109.40625,109.28125,109.28125,219564
2026-05-20 18:00:00+00:00,42000661,ZNM6,109.265625,109.453125,109.25,109.421875,176628
2026-05-20 19:00:00+00:00,42000661,ZNM6,109.421875,109.484375,109.359375,109.390625,155037
2026-05-20 20:00:00+00:00,42000661,ZNM6,109.375,109.390625,109.25,109.25,57711
2026-05-20 22:00:00+00:00,42000661,ZNM6,109.25,109.328125,109.25,109.296875,7669
2026-05-20 23:00:00+00:00,42000661,ZNM6,109.296875,109.296875,109.21875,109.25,11058
2026-05-21 00:00:00+00:00,42000661,ZNM6,109.265625,109.28125,109.21875,109.265625,31925
2026-05-21 01:00:00+00:00,42000661,ZNM6,109.265625,109.359375,109.265625,109.328125,26393
2026-05-21 02:00:00+00:00,42000661,ZNM6,109.328125,109.359375,109.28125,109.296875,22732
2026-05-21 03:00:00+00:00,42000661,ZNM6,109.296875,109.3125,109.265625,109.265625,6746
2026-05-21 04:00:00+00:00,42000661,ZNM6,109.28125,109.296875,109.265625,109.296875,7479
2026-05-21 05:00:00+00:00,42000661,ZNM6,109.296875,109.296875,109.1875,109.21875,20492
2026-05-21 06:00:00+00:00,42000661,ZNM6,109.203125,109.25,109.15625,109.15625,50817
2026-05-21 07:00:00+00:00,42000661,ZNM6,109.171875,109.25,109.15625,109.234375,54040
2026-05-21 08:00:00+00:00,42000661,ZNM6,109.234375,109.375,109.234375,109.328125,79080
2026-05-21 09:00:00+00:00,42000661,ZNM6,109.3125,109.390625,109.296875,109.34375,48583
2026-05-21 10:00:00+00:00,42000661,ZNM6,109.34375,109.359375,108.96875,109.03125,176912
2026-05-21 11:00:00+00:00,42000661,ZNM6,109.03125,109.1875,109.03125,109.09375,85685
2026-05-21 12:00:00+00:00,42000661,ZNM6,109.109375,109.140625,108.96875,109.078125,193078
2026-05-21 13:00:00+00:00,42000661,ZNM6,109.0625,109.15625,108.890625,109.09375,271979
2026-05-21 14:00:00+00:00,42000661,ZNM6,109.09375,109.125,109.0,109.09375,215993
2026-05-21 15:00:00+00:00,42000661,ZNM6,109.078125,109.125,108.984375,109.078125,137162
2026-05-21 16:00:00+00:00,42000661,ZNM6,109.0625,109.171875,109.0625,109.140625,166046
2026-05-21 17:00:00+00:00,42000661,ZNM6,109.15625,109.484375,109.09375,109.4375,401743
2026-05-21 18:00:00+00:00,42000661,ZNM6,109.4375,109.46875,109.21875,109.25,303274
2026-05-21 19:00:00+00:00,42000661,ZNM6,109.25,109.421875,109.21875,109.421875,170950
2026-05-21 20:00:00+00:00,42000661,ZNM6,109.40625,109.453125,109.296875,109.3125,97450
2026-05-21 22:00:00+00:00,42000661,ZNM6,109.3125,109.34375,109.28125,109.3125,3865
2026-05-21 23:00:00+00:00,42000661,ZNM6,109.328125,109.34375,109.296875,109.3125,4980
2026-05-22 00:00:00+00:00,42000661,ZNM6,109.3125,109.34375,109.25,109.28125,18357
2026-05-22 01:00:00+00:00,42000661,ZNM6,109.28125,109.3125,109.25,109.28125,12690
2026-05-22 02:00:00+00:00,42000661,ZNM6,109.28125,109.328125,109.28125,109.3125,9992
2026-05-22 03:00:00+00:00,42000661,ZNM6,109.328125,109.34375,109.296875,109.3125,10339
2026-05-22 04:00:00+00:00,42000661,ZNM6,109.3125,109.390625,109.3125,109.375,11763
2026-05-22 05:00:00+00:00,42000661,ZNM6,109.390625,109.40625,109.265625,109.296875,24101
2026-05-22 06:00:00+00:00,42000661,ZNM6,109.28125,109.375,109.28125,109.359375,28008
2026-05-22 07:00:00+00:00,42000661,ZNM6,109.359375,109.359375,109.265625,109.3125,45867
2026-05-22 08:00:00+00:00,42000661,ZNM6,109.3125,109.453125,109.296875,109.390625,83405
2026-05-22 09:00:00+00:00,42000661,ZNM6,109.375,109.453125,109.359375,109.4375,49827
2026-05-22 10:00:00+00:00,42000661,ZNM6,109.421875,109.453125,109.375,109.390625,33608
2026-05-22 11:00:00+00:00,42000661,ZNM6,109.375,109.46875,109.34375,109.4375,80366
2026-05-22 12:00:00+00:00,42000661,ZNM6,109.4375,109.578125,109.390625,109.5,187448
2026-05-22 13:00:00+00:00,42000661,ZNM6,109.5,109.609375,109.375,109.421875,242493
2026-05-22 14:00:00+00:00,42000661,ZNM6,109.40625,109.421875,109.15625,109.203125,242053
2026-05-22 15:00:00+00:00,42000661,ZNM6,109.203125,109.25,109.15625,109.21875,122208
2026-05-22 16:00:00+00:00,42000661,ZNM6,109.21875,109.296875,109.15625,109.25,130546
2026-05-22 17:00:00+00:00,42000661,ZNM6,109.265625,109.453125,109.234375,109.34375,238470
2026-05-22 18:00:00+00:00,42000661,ZNM6,109.34375,109.421875,109.28125,109.40625,81153
2026-05-22 19:00:00+00:00,42000661,ZNM6,109.390625,109.46875,109.3125,109.4375,87485
2026-05-22 20:00:00+00:00,42000661,ZNM6,109.4375,109.453125,109.390625,109.421875,50748
